from.id    from.cord  to.id      to.cord
   204     20400000    220     22000000
   221     22100000    232     23200000
   233     23300000    252     25200000
   253     25300000    259     25900000
   260     26000000    279     27900000
   280     28000000    299     29900000
   300     30000000    319     31900000
   320     32000000    339     33900000
   340     34000000    359     35900000
   360     36000000    379     37900000
   380     38000000    399     39900000
   400     40000000    419     41900000
   420     42000000    439     43900000
   440     44000000    459     45900000
   460     46000000    479     47900000
   480     48000000    499     49900000
