from.id    from.cord  to.id      to.cord
   745     18625000    824     20600000
   825     20625000    904     22600000
   985     24625000   1064     26600000
  1065     26625000   1144     28600000
  1145     28625000   1224     30600000
  1225     30625000   1304     32600000
  1305     32625000   1384     34600000
  1385     34625000   1464     36600000
  1465     36625000   1544     38600000
  1545     38625000   1624     40600000
  1625     40625000   1704     42600000
  1705     42625000   1784     44600000
  1785     44625000   1864     46600000
  1865     46625000   1944     48600000
  1945     48625000   2024     50600000
