from.id    from.cord  to.id      to.cord
   751     18775000    830     20750000
   831     20775000    910     22750000
   911     22775000    990     24750000
   991     24775000   1070     26750000
  1071     26775000   1150     28750000
  1151     28775000   1230     30750000
  1231     30775000   1310     32750000
  1311     32775000   1390     34750000
  1391     34775000   1470     36750000
  1471     36775000   1550     38750000
  1551     38775000   1630     40750000
  1631     40775000   1710     42750000
  1711     42775000   1790     44750000
  1791     44775000   1870     46750000
  1871     46775000   1950     48750000
