from.id    from.cord  to.id      to.cord
   641     16025000    720     18000000
   721     18025000    800     20000000
   801     20025000    880     22000000
   881     22025000    960     24000000
   961     24025000   1040     26000000
  1041     26025000   1120     28000000
  1121     28025000   1200     30000000
  1201     30025000   1280     32000000
  1281     32025000   1360     34000000
  1361     34025000   1440     36000000
  1441     36025000   1520     38000000
  1521     38025000   1600     40000000
  1601     40025000   1680     42000000
  1681     42025000   1760     44000000
  1761     44025000   1840     46000000
  1841     46025000   1920     48000000
  1921     48025000   2000     50000000
