from.id    from.cord  to.id      to.cord
   752     18800000    831     20775000
   855     21375000    934     23350000
  1015     25375000   1094     27350000
  1095     27375000   1174     29350000
  1175     29375000   1254     31350000
  1255     31375000   1334     33350000
  1335     33375000   1414     35350000
  1415     35375000   1494     37350000
  1495     37375000   1574     39350000
  1575     39375000   1654     41350000
  1655     41375000   1734     43350000
  1735     43375000   1814     45350000
  1815     45375000   1894     47350000
  1895     47375000   1974     49350000
