from.id    from.cord  to.id      to.cord
   646     16150000    725     18125000
   806     20150000    885     22125000
   886     22150000    965     24125000
   966     24150000   1045     26125000
  1046     26150000   1125     28125000
  1126     28150000   1205     30125000
  1206     30150000   1285     32125000
  1286     32150000   1365     34125000
  1366     34150000   1445     36125000
  1446     36150000   1525     38125000
  1526     38150000   1605     40125000
  1606     40150000   1685     42125000
  1686     42150000   1765     44125000
  1766     44150000   1845     46125000
  1846     46150000   1925     48125000
  1926     48150000   2005     50125000
