from.id    from.cord  to.id      to.cord
   639     15975000    718     17950000
   719     17975000    798     19950000
   799     19975000    878     21950000
   959     23975000   1038     25950000
  1039     25975000   1118     27950000
  1119     27975000   1198     29950000
  1199     29975000   1278     31950000
  1279     31975000   1358     33950000
  1359     33975000   1438     35950000
  1439     35975000   1518     37950000
  1519     37975000   1598     39950000
  1599     39975000   1678     41950000
  1679     41975000   1758     43950000
  1759     43975000   1838     45950000
  1839     45975000   1918     47950000
  1919     47975000   1998     49950000
