from.id    from.cord  to.id      to.cord
   640     16000000    719     17975000
   800     20000000    879     21975000
   960     24000000   1039     25975000
  1040     26000000   1119     27975000
  1120     28000000   1199     29975000
  1200     30000000   1279     31975000
  1280     32000000   1359     33975000
  1360     34000000   1439     35975000
  1440     36000000   1519     37975000
  1520     38000000   1599     39975000
  1600     40000000   1679     41975000
  1680     42000000   1759     43975000
  1760     44000000   1839     45975000
  1840     46000000   1919     47975000
  1920     48000000   1999     49975000
