from.id    from.cord  to.id      to.cord
   644     16100000    723     18075000
   724     18100000    803     20075000
   804     20100000    883     22075000
   884     22100000    963     24075000
   964     24100000   1043     26075000
  1044     26100000   1123     28075000
  1124     28100000   1203     30075000
  1204     30100000   1283     32075000
  1284     32100000   1363     34075000
  1364     34100000   1443     36075000
  1444     36100000   1523     38075000
  1524     38100000   1603     40075000
  1604     40100000   1683     42075000
  1684     42100000   1763     44075000
  1764     44100000   1843     46075000
  1844     46100000   1923     48075000
  1924     48100000   2003     50075000
