from.id    from.cord  to.id      to.cord
   756     18900000    835     20875000
   859     21475000    938     23450000
  1018     25450000   1097     27425000
  1098     27450000   1177     29425000
  1178     29450000   1257     31425000
  1258     31450000   1337     33425000
  1338     33450000   1417     35425000
  1418     35450000   1497     37425000
  1498     37450000   1577     39425000
  1578     39450000   1657     41425000
  1658     41450000   1737     43425000
  1738     43450000   1817     45425000
  1818     45450000   1897     47425000
  1898     47450000   1977     49425000
