from.id    from.cord  to.id      to.cord
   828     20700000    907     22675000
   908     22700000    987     24675000
   988     24700000   1067     26675000
  1068     26700000   1147     28675000
  1148     28700000   1227     30675000
  1228     30700000   1307     32675000
  1308     32700000   1387     34675000
  1388     34700000   1467     36675000
  1468     36700000   1547     38675000
  1548     38700000   1627     40675000
  1628     40700000   1707     42675000
  1708     42700000   1787     44675000
  1788     44700000   1867     46675000
  1868     46700000   1947     48675000
  1948     48700000   2027     50675000
