from.id    from.cord  to.id      to.cord
   643     16075000    722     18050000
   723     18075000    802     20050000
   803     20075000    882     22050000
   883     22075000    962     24050000
   963     24075000   1042     26050000
  1043     26075000   1122     28050000
  1123     28075000   1202     30050000
  1203     30075000   1282     32050000
  1283     32075000   1362     34050000
  1363     34075000   1442     36050000
  1443     36075000   1522     38050000
  1523     38075000   1602     40050000
  1603     40075000   1682     42050000
  1683     42075000   1762     44050000
  1763     44075000   1842     46050000
  1843     46075000   1922     48050000
  1923     48075000   2002     50050000
