from.id    from.cord  to.id      to.cord
   638     15950000    717     17925000
   718     17950000    797     19925000
   798     19950000    877     21925000
   878     21950000    957     23925000
   958     23950000   1037     25925000
  1038     25950000   1117     27925000
  1118     27950000   1197     29925000
  1198     29950000   1277     31925000
  1278     31950000   1357     33925000
  1358     33950000   1437     35925000
  1438     35950000   1517     37925000
  1518     37950000   1597     39925000
  1598     39950000   1677     41925000
  1678     41950000   1757     43925000
  1758     43950000   1837     45925000
  1838     45950000   1917     47925000
  1918     47950000   1997     49925000
