from.id    from.cord  to.id      to.cord
   750     18750000    829     20725000
   830     20750000    909     22725000
   910     22750000    989     24725000
   990     24750000   1069     26725000
  1070     26750000   1149     28725000
  1150     28750000   1229     30725000
  1230     30750000   1309     32725000
  1310     32750000   1389     34725000
  1390     34750000   1469     36725000
  1470     36750000   1549     38725000
  1550     38750000   1629     40725000
  1630     40750000   1709     42725000
  1710     42750000   1789     44725000
  1790     44750000   1869     46725000
  1870     46750000   1949     48725000
  1950     48750000   2029     50725000
