from.id    from.cord  to.id      to.cord
   893     22325000    972     24300000
   973     24325000   1052     26300000
  1053     26325000   1132     28300000
  1133     28325000   1212     30300000
  1213     30325000   1292     32300000
  1293     32325000   1372     34300000
  1373     34325000   1452     36300000
  1453     36325000   1532     38300000
  1533     38325000   1612     40300000
  1613     40325000   1692     42300000
  1693     42325000   1772     44300000
  1773     44325000   1852     46300000
  1853     46325000   1932     48300000
