from.id    from.cord  to.id      to.cord
   747     18675000    826     20650000
   827     20675000    906     22650000
   987     24675000   1066     26650000
  1067     26675000   1146     28650000
  1147     28675000   1226     30650000
  1227     30675000   1306     32650000
  1307     32675000   1386     34650000
  1387     34675000   1466     36650000
  1467     36675000   1546     38650000
  1547     38675000   1626     40650000
  1627     40675000   1706     42650000
  1707     42675000   1786     44650000
  1787     44675000   1866     46650000
  1867     46675000   1946     48650000
  1947     48675000   2026     50650000
