from.id    from.cord  to.id      to.cord
   637     15925000    716     17900000
   717     17925000    796     19900000
   797     19925000    876     21900000
   877     21925000    956     23900000
   957     23925000   1036     25900000
  1037     25925000   1116     27900000
  1117     27925000   1196     29900000
  1197     29925000   1276     31900000
  1277     31925000   1356     33900000
  1357     33925000   1436     35900000
  1437     35925000   1516     37900000
  1517     37925000   1596     39900000
  1677     41925000   1756     43900000
  1757     43925000   1836     45900000
  1837     45925000   1916     47900000
  1917     47925000   1996     49900000
