from.id    from.cord  to.id      to.cord
   810     20250000    889     22225000
   890     22250000    969     24225000
   970     24250000   1049     26225000
  1050     26250000   1129     28225000
  1130     28250000   1209     30225000
  1210     30250000   1289     32225000
  1290     32250000   1369     34225000
  1370     34250000   1449     36225000
  1450     36250000   1529     38225000
  1530     38250000   1609     40225000
  1610     40250000   1689     42225000
  1690     42250000   1769     44225000
  1770     44250000   1849     46225000
  1850     46250000   1929     48225000
  1930     48250000   2009     50225000
