from.id    from.cord  to.id      to.cord
   634     15850000    713     17825000
   714     17850000    793     19825000
   794     19850000    873     21825000
   874     21850000    953     23825000
   954     23850000   1033     25825000
  1034     25850000   1113     27825000
  1114     27850000   1193     29825000
  1194     29850000   1273     31825000
  1274     31850000   1353     33825000
  1354     33850000   1433     35825000
  1434     35850000   1513     37825000
  1514     37850000   1593     39825000
  1594     39850000   1673     41825000
  1674     41850000   1753     43825000
  1754     43850000   1833     45825000
  1834     45850000   1913     47825000
  1914     47850000   1993     49825000
