from.id    from.cord  to.id      to.cord
   971     24275000   1050     26250000
  1051     26275000   1130     28250000
  1131     28275000   1210     30250000
  1211     30275000   1290     32250000
  1291     32275000   1370     34250000
  1371     34275000   1450     36250000
  1451     36275000   1530     38250000
  1531     38275000   1610     40250000
  1611     40275000   1690     42250000
  1691     42275000   1770     44250000
  1771     44275000   1850     46250000
  1851     46275000   1930     48250000
  1931     48275000   2010     50250000
