from.id    from.cord  to.id      to.cord
   757     18925000    836     20900000
   860     21500000    939     23475000
  1020     25500000   1099     27475000
  1100     27500000   1179     29475000
  1180     29500000   1259     31475000
  1260     31500000   1339     33475000
  1340     33500000   1419     35475000
  1420     35500000   1499     37475000
  1500     37500000   1579     39475000
  1580     39500000   1659     41475000
  1660     41500000   1739     43475000
  1740     43500000   1819     45475000
  1820     45500000   1899     47475000
  1900     47500000   1979     49475000
