from.id    from.cord  to.id      to.cord
   814     20350000    893     22325000
   894     22350000    973     24325000
   974     24350000   1053     26325000
  1054     26350000   1133     28325000
  1134     28350000   1213     30325000
  1214     30350000   1293     32325000
  1294     32350000   1373     34325000
  1374     34350000   1453     36325000
  1454     36350000   1533     38325000
  1534     38350000   1613     40325000
  1614     40350000   1693     42325000
  1694     42350000   1773     44325000
  1774     44350000   1853     46325000
  1854     46350000   1933     48325000
  1934     48350000   2013     50325000
