from.id    from.cord  to.id      to.cord
   642     16050000    721     18025000
   722     18050000    801     20025000
   802     20050000    881     22025000
   882     22050000    961     24025000
   962     24050000   1041     26025000
  1042     26050000   1121     28025000
  1122     28050000   1201     30025000
  1202     30050000   1281     32025000
  1282     32050000   1361     34025000
  1362     34050000   1441     36025000
  1442     36050000   1521     38025000
  1522     38050000   1601     40025000
  1602     40050000   1681     42025000
  1682     42050000   1761     44025000
  1762     44050000   1841     46025000
  1842     46050000   1921     48025000
  1922     48050000   2001     50025000
