from.id    from.cord  to.id      to.cord
   645     16125000    724     18100000
   725     18125000    804     20100000
   805     20125000    884     22100000
   885     22125000    964     24100000
   965     24125000   1044     26100000
  1045     26125000   1124     28100000
  1125     28125000   1204     30100000
  1205     30125000   1284     32100000
  1285     32125000   1364     34100000
  1365     34125000   1444     36100000
  1445     36125000   1524     38100000
  1525     38125000   1604     40100000
  1605     40125000   1684     42100000
  1685     42125000   1764     44100000
  1765     44125000   1844     46100000
  1845     46125000   1924     48100000
  1925     48125000   2004     50100000
