from.id    from.cord  to.id      to.cord
   635     15875000    714     17850000
   715     17875000    794     19850000
   795     19875000    874     21850000
   875     21875000    954     23850000
   955     23875000   1034     25850000
  1035     25875000   1114     27850000
  1115     27875000   1194     29850000
  1195     29875000   1274     31850000
  1275     31875000   1354     33850000
  1355     33875000   1434     35850000
  1435     35875000   1514     37850000
  1515     37875000   1594     39850000
  1595     39875000   1674     41850000
  1675     41875000   1754     43850000
  1755     43875000   1834     45850000
  1835     45875000   1914     47850000
  1915     47875000   1994     49850000
