from.id    from.cord  to.id      to.cord
   370     18500000    409     20450000
   410     20500000    449     22450000
   450     22500000    489     24450000
   490     24500000    529     26450000
   530     26500000    569     28450000
   570     28500000    609     30450000
   610     30500000    649     32450000
   650     32500000    689     34450000
   690     34500000    729     36450000
   730     36500000    769     38450000
   770     38500000    809     40450000
   810     40500000    849     42450000
   850     42500000    889     44450000
   890     44500000    929     46450000
   930     46500000    969     48450000
   970     48500000   1009     50450000
