from.id    from.cord  to.id      to.cord
   368     18400000    407     20350000
   408     20400000    447     22350000
   448     22400000    487     24350000
   488     24400000    527     26350000
   528     26400000    567     28350000
   568     28400000    607     30350000
   608     30400000    647     32350000
   648     32400000    687     34350000
   688     34400000    727     36350000
   768     38400000    807     40350000
   808     40400000    847     42350000
   848     42400000    887     44350000
   888     44400000    927     46350000
   928     46400000    967     48350000
   968     48400000   1007     50350000
