from.id    from.cord  to.id      to.cord
   322     16100000    361     18050000
   362     18100000    401     20050000
   402     20100000    441     22050000
   442     22100000    481     24050000
   482     24100000    521     26050000
   522     26100000    561     28050000
   562     28100000    601     30050000
   602     30100000    641     32050000
   642     32100000    681     34050000
   682     34100000    721     36050000
   722     36100000    761     38050000
   762     38100000    801     40050000
   802     40100000    841     42050000
   842     42100000    881     44050000
   882     44100000    921     46050000
   922     46100000    961     48050000
   962     48100000   1001     50050000
