from.id    from.cord  to.id      to.cord
   334     16700000    342     17100000
   343     17150000    360     18000000
   377     18850000    380     19000000
   381     19050000    399     19950000
   405     20250000    408     20400000
   409     20450000    411     20550000
   412     20600000    416     20800000
   417     20850000    419     20950000
   429     21450000    432     21600000
   433     21650000    442     22100000
   443     22150000    447     22350000
   448     22400000    449     22450000
   450     22500000    454     22700000
   455     22750000    463     23150000
   464     23200000    468     23400000
   469     23450000    476     23800000
   477     23850000    487     24350000
   488     24400000    489     24450000
   490     24500000    494     24700000
   495     24750000    502     25100000
   508     25400000    511     25550000
   512     25600000    551     27550000
   552     27600000    591     29550000
   592     29600000    631     31550000
   632     31600000    671     33550000
   672     33600000    711     35550000
   712     35600000    751     37550000
   752     37600000    764     38200000
   765     38250000    769     38450000
   770     38500000    776     38800000
   777     38850000    781     39050000
   782     39100000    821     41050000
   822     41100000    861     43050000
   862     43100000    901     45050000
   902     45100000    941     47050000
   942     47100000    969     48450000
   970     48500000    974     48700000
   975     48750000   1012     50600000
