from.id    from.cord  to.id      to.cord
   374     18700000    413     20650000
   414     20700000    453     22650000
   454     22700000    493     24650000
   494     24700000    533     26650000
   534     26700000    573     28650000
   574     28700000    613     30650000
   614     30700000    653     32650000
   654     32700000    693     34650000
   694     34700000    733     36650000
   734     36700000    773     38650000
   774     38700000    813     40650000
   814     40700000    853     42650000
   854     42700000    893     44650000
   894     44700000    933     46650000
   934     46700000    973     48650000
   974     48700000   1013     50650000
