from.id    from.cord  to.id      to.cord
   371     18550000    410     20500000
   411     20550000    450     22500000
   451     22550000    490     24500000
   491     24550000    530     26500000
   531     26550000    570     28500000
   571     28550000    610     30500000
   611     30550000    650     32500000
   651     32550000    690     34500000
   691     34550000    730     36500000
   731     36550000    770     38500000
   771     38550000    810     40500000
   811     40550000    850     42500000
   851     42550000    890     44500000
   891     44550000    930     46500000
   931     46550000    970     48500000
   971     48550000   1010     50500000
