from.id    from.cord  to.id      to.cord
   319     15950000    358     17900000
   359     17950000    398     19900000
   399     19950000    438     21900000
   439     21950000    478     23900000
   479     23950000    511     25550000
   512     25600000    551     27550000
   552     27600000    591     29550000
   592     29600000    631     31550000
   632     31600000    671     33550000
   672     33600000    711     35550000
   712     35600000    751     37550000
   752     37600000    791     39550000
   792     39600000    831     41550000
   832     41600000    871     43550000
   872     43600000    911     45550000
   912     45600000    951     47550000
   952     47600000    989     49450000
