from.id    from.cord  to.id      to.cord
   375     18750000    410     20500000
   426     21300000    465     23250000
   506     25300000    545     27250000
   546     27300000    585     29250000
   586     29300000    625     31250000
   626     31300000    665     33250000
   666     33300000    705     35250000
   706     35300000    745     37250000
   746     37300000    785     39250000
   786     39300000    825     41250000
   826     41300000    865     43250000
   866     43300000    905     45250000
   906     45300000    945     47250000
   946     47300000    985     49250000
