from.id    from.cord  to.id      to.cord
   333     16650000    343     17150000
   344     17200000    359     17950000
   376     18800000    381     19050000
   382     19100000    397     19850000
   398     19900000    409     20450000
   411     20550000    417     20850000
   428     21400000    433     21650000
   434     21700000    441     22050000
   442     22100000    455     22750000
   456     22800000    462     23100000
   463     23150000    469     23450000
   470     23500000    475     23750000
   476     23800000    495     24750000
   496     24800000    501     25050000
   502     25100000    512     25600000
   513     25650000    552     27600000
   553     27650000    592     29600000
   593     29650000    632     31600000
   633     31650000    672     33600000
   673     33650000    712     35600000
   713     35650000    752     37600000
   753     37650000    763     38150000
   764     38200000    770     38500000
   771     38550000    775     38750000
   776     38800000    782     39100000
   783     39150000    822     41100000
   823     41150000    862     43100000
   863     43150000    902     45100000
   903     45150000    917     45850000
   918     45900000    921     46050000
   922     46100000    961     48050000
   962     48100000    968     48400000
   969     48450000    975     48750000
   976     48800000   1002     50100000
  1003     50150000   1008     50400000
  1009     50450000   1011     50550000
