from.id    from.cord  to.id      to.cord
   407     20350000    446     22300000
   447     22350000    486     24300000
   487     24350000    526     26300000
   527     26350000    566     28300000
   567     28350000    606     30300000
   607     30350000    646     32300000
   647     32350000    686     34300000
   687     34350000    726     36300000
   727     36350000    766     38300000
   767     38350000    806     40300000
   807     40350000    846     42300000
   847     42350000    886     44300000
   887     44350000    926     46300000
   927     46350000    966     48300000
   967     48350000   1006     50300000
