from.id    from.cord  to.id      to.cord
   373     18650000    412     20600000
   493     24650000    532     26600000
   533     26650000    572     28600000
   573     28650000    612     30600000
   613     30650000    652     32600000
   653     32650000    692     34600000
   693     34650000    732     36600000
   733     36650000    772     38600000
   773     38650000    812     40600000
   813     40650000    852     42600000
   853     42650000    892     44600000
   893     44650000    932     46600000
   973     48650000   1012     50600000
