from.id    from.cord  to.id      to.cord
   320     16000000    359     17950000
   360     18000000    399     19950000
   400     20000000    439     21950000
   480     24000000    519     25950000
   520     26000000    559     27950000
   560     28000000    599     29950000
   600     30000000    639     31950000
   640     32000000    679     33950000
   680     34000000    719     35950000
   720     36000000    759     37950000
   760     38000000    799     39950000
   800     40000000    839     41950000
   840     42000000    879     43950000
   880     44000000    919     45950000
   920     46000000    959     47950000
   960     48000000    999     49950000
