from.id    from.cord  to.id      to.cord
     1        50000     40      2000000
    41      2050000     80      4000000
    81      4050000    120      6000000
   121      6050000    160      8000000
   161      8050000    200     10000000
   201     10050000    240     12000000
   241     12050000    280     14000000
   281     14050000    320     16000000
   321     16050000    360     18000000
   361     18050000    400     20000000
   401     20050000    436     21800000
   437     21850000    460     23000000
   461     23050000    475     23750000
   516     25800000    555     27750000
   556     27800000    558     27900000
   559     27950000    598     29900000
   599     29950000    638     31900000
   639     31950000    678     33900000
   679     33950000    718     35900000
   719     35950000    758     37900000
   759     37950000    798     39900000
   799     39950000    838     41900000
   864     43200000    903     45150000
   904     45200000    943     47150000
   944     47200000    983     49150000
   984     49200000   1023     51150000
  1024     51200000   1063     53150000
  1064     53200000   1103     55150000
  1104     55200000   1143     57150000
