from.id    from.cord  to.id      to.cord
     0            0     39      1950000
    40      2000000     79      3950000
    80      4000000    119      5950000
   120      6000000    159      7950000
   160      8000000    199      9950000
   200     10000000    239     11950000
   240     12000000    279     13950000
   280     14000000    319     15950000
   320     16000000    359     17950000
   360     18000000    399     19950000
   520     26000000    559     27950000
   560     28000000    599     29950000
   600     30000000    639     31950000
   640     32000000    679     33950000
   680     34000000    719     35950000
   720     36000000    759     37950000
   760     38000000    799     39950000
   800     40000000    839     41950000
   840     42000000    879     43950000
   880     44000000    919     45950000
   920     46000000    959     47950000
   960     48000000    999     49950000
  1000     50000000   1039     51950000
  1040     52000000   1079     53950000
  1080     54000000   1119     55950000
  1120     56000000   1159     57950000
