from.id    from.cord  to.id      to.cord
     1       100000      6       600000
     9       900000     28      2800000
    29      2900000     48      4800000
    49      4900000     68      6800000
    69      6900000     88      8800000
    89      8900000    108     10800000
   109     10900000    128     12800000
   129     12900000    148     14800000
   149     14900000    152     15200000
   153     15300000    160     16000000
   161     16100000    164     16400000
   165     16500000    170     17000000
   171     17100000    176     17600000
   177     17700000    179     17900000
   187     18700000    194     19400000
   195     19500000    200     20000000
   201     20100000    208     20800000
   209     20900000    210     21000000
   270     27000000    273     27300000
   274     27400000    293     29300000
   294     29400000    303     30300000
   304     30400000    308     30800000
   309     30900000    317     31700000
   318     31800000    322     32200000
   323     32300000    342     34200000
   343     34300000    359     35900000
   360     36000000    366     36600000
   367     36700000    376     37600000
   377     37700000    386     38600000
   387     38700000    406     40600000
   407     40700000    426     42600000
   427     42700000    429     42900000
   430     43000000    434     43400000
   435     43500000    451     45100000
   452     45200000    457     45700000
   458     45800000    459     45900000
   465     46500000    477     47700000
   478     47800000    497     49700000
   498     49800000    517     51700000
   518     51800000    537     53700000
   538     53800000    557     55700000
   558     55800000    577     57700000
   578     57800000    597     59700000
   598     59800000    617     61700000
   618     61800000    619     61900000
   620     62000000    624     62400000
   625     62500000    644     64400000
   646     64600000    650     65000000
   651     65100000    670     67000000
   671     67100000    690     69000000
   691     69100000    710     71000000
   711     71100000    730     73000000
   731     73100000    750     75000000
   751     75100000    770     77000000
   771     77100000    790     79000000
   791     79100000    808     80800000
   809     80900000    828     82800000
