from.id    from.cord  to.id      to.cord
     0            0     16      1600000
    17      1700000     36      3600000
    37      3700000     56      5600000
    57      5700000     76      7600000
    77      7700000     96      9600000
    97      9700000    116     11600000
   117     11700000    136     13600000
   137     13700000    143     14300000
   144     14400000    163     16300000
   164     16400000    183     18300000
   264     26400000    283     28300000
   284     28400000    303     30300000
   304     30400000    323     32300000
   324     32400000    343     34300000
   344     34400000    350     35000000
   351     35100000    370     37000000
   371     37100000    390     39000000
   391     39100000    395     39500000
   396     39600000    415     41500000
   416     41600000    435     43500000
   436     43600000    440     44000000
   441     44100000    460     46000000
   461     46100000    480     48000000
   481     48100000    483     48300000
   484     48400000    503     50300000
   504     50400000    523     52300000
   524     52400000    543     54300000
   544     54400000    563     56300000
   564     56400000    583     58300000
   584     58400000    603     60300000
   604     60400000    623     62300000
   624     62400000    643     64300000
   644     64400000    663     66300000
   664     66400000    683     68300000
   684     68400000    703     70300000
   704     70400000    723     72300000
   724     72400000    743     74300000
   744     74400000    763     76300000
   764     76400000    783     78300000
   784     78400000    798     79800000
   799     79900000    818     81800000
