from.id    from.cord  to.id      to.cord
     0            0     19      1900000
    20      2000000     39      3900000
    40      4000000     59      5900000
    60      6000000     79      7900000
    80      8000000     99      9900000
   100     10000000    119     11900000
   120     12000000    139     13900000
   140     14000000    159     15900000
   160     16000000    179     17900000
   180     18000000    199     19900000
   260     26000000    279     27900000
   280     28000000    299     29900000
   300     30000000    319     31900000
   320     32000000    339     33900000
   340     34000000    359     35900000
   380     38000000    399     39900000
   400     40000000    419     41900000
   420     42000000    439     43900000
   440     44000000    459     45900000
   460     46000000    479     47900000
   480     48000000    499     49900000
   500     50000000    519     51900000
   520     52000000    539     53900000
   540     54000000    559     55900000
   560     56000000    579     57900000
   580     58000000    599     59900000
   600     60000000    619     61900000
   620     62000000    639     63900000
   640     64000000    659     65900000
   660     66000000    679     67900000
   680     68000000    699     69900000
   700     70000000    719     71900000
   720     72000000    739     73900000
   740     74000000    759     75900000
   760     76000000    779     77900000
   780     78000000    799     79900000
   800     80000000    819     81900000
