from.id    from.cord  to.id      to.cord
     0            0      9       900000
    10      1000000     29      2900000
    30      3000000     49      4900000
    50      5000000     69      6900000
    70      7000000     89      8900000
    90      9000000    109     10900000
   110     11000000    129     12900000
   130     13000000    149     14900000
   150     15000000    151     15100000
   152     15200000    161     16100000
   162     16200000    163     16300000
   164     16400000    171     17100000
   172     17200000    173     17300000
   176     17600000    195     19500000
   196     19600000    199     19900000
   270     27000000    274     27400000
   275     27500000    294     29400000
   295     29500000    302     30200000
   303     30300000    309     30900000
   310     31000000    316     31600000
   317     31700000    323     32300000
   324     32400000    343     34300000
   344     34400000    358     35800000
   359     35900000    367     36700000
   368     36800000    375     37500000
   376     37600000    387     38700000
   388     38800000    407     40700000
   408     40800000    427     42700000
   429     42900000    435     43500000
   436     43600000    450     45000000
   471     47100000    478     47800000
   479     47900000    498     49800000
   499     49900000    518     51800000
   519     51900000    538     53800000
   539     53900000    558     55800000
   559     55900000    578     57800000
   579     57900000    598     59800000
   599     59900000    618     61800000
   619     61900000    625     62500000
   626     62600000    644     64400000
   645     64500000    651     65100000
   652     65200000    671     67100000
   672     67200000    691     69100000
   692     69200000    711     71100000
   712     71200000    731     73100000
   732     73200000    751     75100000
   752     75200000    771     77100000
   772     77200000    791     79100000
   792     79200000    807     80700000
   808     80800000    827     82700000
