from.id    from.cord  to.id      to.cord
     0            0      9       900000
    10      1000000     29      2900000
    30      3000000     49      4900000
    50      5000000     69      6900000
    70      7000000     89      8900000
    90      9000000    109     10900000
   110     11000000    129     12900000
   130     13000000    149     14900000
   151     15100000    170     17000000
   171     17100000    173     17300000
   174     17400000    177     17700000
   178     17800000    196     19600000
   197     19700000    198     19800000
   269     26900000    275     27500000
   276     27600000    295     29500000
   296     29600000    315     31500000
   316     31600000    335     33500000
   336     33600000    355     35500000
   356     35600000    357     35700000
   358     35800000    368     36800000
   369     36900000    374     37400000
   375     37500000    387     38700000
   388     38800000    407     40700000
   408     40800000    427     42700000
   428     42800000    447     44700000
   448     44800000    449     44900000
   450     45000000    469     46900000
   476     47600000    495     49500000
   496     49600000    515     51500000
   516     51600000    535     53500000
   536     53600000    555     55500000
   556     55600000    575     57500000
   576     57600000    595     59500000
   596     59600000    615     61500000
   616     61600000    635     63500000
   636     63600000    655     65500000
   656     65600000    675     67500000
   676     67600000    695     69500000
   696     69600000    715     71500000
   716     71600000    735     73500000
   736     73600000    755     75500000
   756     75600000    775     77500000
   776     77600000    795     79500000
   796     79600000    806     80600000
   807     80700000    826     82600000
