from.id    from.cord  to.id      to.cord
     0            0     10      1000000
    11      1100000     30      3000000
    31      3100000     50      5000000
    51      5100000     70      7000000
    71      7100000     90      9000000
    91      9100000    110     11000000
   111     11100000    130     13000000
   131     13100000    150     15000000
   151     15100000    170     17000000
   171     17100000    175     17500000
   176     17600000    177     17700000
   178     17800000    196     19600000
   197     19700000    198     19800000
   270     27000000    275     27500000
   276     27600000    295     29500000
   296     29600000    301     30100000
   302     30200000    310     31000000
   311     31100000    315     31500000
   316     31600000    324     32400000
   325     32500000    344     34400000
   345     34500000    357     35700000
   358     35800000    368     36800000
   369     36900000    374     37400000
   375     37500000    388     38800000
   389     38900000    408     40800000
   409     40900000    427     42700000
   428     42800000    436     43600000
   437     43700000    449     44900000
   450     45000000    469     46900000
   470     47000000    479     47900000
   480     48000000    499     49900000
   500     50000000    519     51900000
   520     52000000    539     53900000
   540     54000000    559     55900000
   560     56000000    579     57900000
   580     58000000    599     59900000
   600     60000000    617     61700000
   618     61800000    626     62600000
   627     62700000    643     64300000
   644     64400000    652     65200000
   653     65300000    672     67200000
   673     67300000    692     69200000
   693     69300000    712     71200000
   713     71300000    732     73200000
   733     73300000    752     75200000
   753     75300000    772     77200000
   773     77300000    792     79200000
   793     79300000    806     80600000
   807     80700000    826     82600000
