from.id    from.cord  to.id      to.cord
     0            0     10      1000000
    11      1100000     30      3000000
    31      3100000     50      5000000
    51      5100000     70      7000000
    71      7100000     90      9000000
    91      9100000    110     11000000
   111     11100000    130     13000000
   131     13100000    149     14900000
   150     15000000    169     16900000
   170     17000000    174     17400000
   175     17500000    176     17600000
   177     17700000    196     19600000
   269     26900000    275     27500000
   276     27600000    295     29500000
   296     29600000    315     31500000
   316     31600000    335     33500000
   336     33600000    355     35500000
   357     35700000    368     36800000
   369     36900000    373     37300000
   374     37400000    388     38800000
   391     39100000    410     41000000
   411     41100000    430     43000000
   431     43100000    448     44800000
   449     44900000    468     46800000
   469     46900000    476     47600000
   477     47700000    496     49600000
   497     49700000    516     51600000
   517     51700000    536     53600000
   537     53700000    556     55600000
   557     55700000    576     57600000
   577     57700000    596     59600000
   597     59700000    616     61600000
   617     61700000    636     63600000
   637     63700000    656     65600000
   657     65700000    676     67600000
   677     67700000    696     69600000
   697     69700000    716     71600000
   717     71700000    736     73600000
   737     73700000    756     75600000
   757     75700000    776     77600000
   777     77700000    796     79600000
   797     79700000    805     80500000
   806     80600000    825     82500000
