from.id    from.cord  to.id      to.cord
     0            0     12      1200000
    13      1300000     32      3200000
    33      3300000     52      5200000
    53      5300000     72      7200000
    73      7300000     92      9200000
    93      9300000    112     11200000
   113     11300000    132     13200000
   133     13300000    146     14600000
   147     14700000    166     16600000
   267     26700000    279     27900000
   280     28000000    299     29900000
   300     30000000    319     31900000
   320     32000000    339     33900000
   340     34000000    353     35300000
   354     35400000    373     37300000
   374     37400000    391     39100000
   392     39200000    411     41100000
   412     41200000    431     43100000
   432     43200000    445     44500000
   466     46600000    479     47900000
   480     48000000    499     49900000
   500     50000000    519     51900000
   520     52000000    539     53900000
   540     54000000    559     55900000
   560     56000000    579     57900000
   580     58000000    599     59900000
   600     60000000    619     61900000
   620     62000000    639     63900000
   640     64000000    659     65900000
   660     66000000    679     67900000
   680     68000000    699     69900000
   700     70000000    719     71900000
   720     72000000    739     73900000
   740     74000000    759     75900000
   760     76000000    779     77900000
   780     78000000    799     79900000
   800     80000000    802     80200000
   803     80300000    822     82200000
